asset,conditionId,timestamp,timestamp_utc,price,source
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776088846,2026-04-13T14:00:46+00:00,0.5,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776092455,2026-04-13T15:00:55+00:00,0.5,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776096048,2026-04-13T16:00:48+00:00,0.5,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776099644,2026-04-13T17:00:44+00:00,0.5,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776103244,2026-04-13T18:00:44+00:00,0.505,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776106843,2026-04-13T19:00:43+00:00,0.505,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776110441,2026-04-13T20:00:41+00:00,0.505,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776117651,2026-04-13T22:00:51+00:00,0.575,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776121254,2026-04-13T23:00:54+00:00,0.575,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776128438,2026-04-14T01:00:38+00:00,0.575,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776132040,2026-04-14T02:00:40+00:00,0.575,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776135642,2026-04-14T03:00:42+00:00,0.575,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776139242,2026-04-14T04:00:42+00:00,0.575,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776142840,2026-04-14T05:00:40+00:00,0.575,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776146455,2026-04-14T06:00:55+00:00,0.485,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776150039,2026-04-14T07:00:39+00:00,0.525,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776153639,2026-04-14T08:00:39+00:00,0.545,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776157244,2026-04-14T09:00:44+00:00,0.525,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776160838,2026-04-14T10:00:38+00:00,0.545,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776164441,2026-04-14T11:00:41+00:00,0.545,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776168055,2026-04-14T12:00:55+00:00,0.55,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776171642,2026-04-14T13:00:42+00:00,0.545,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776175242,2026-04-14T14:00:42+00:00,0.59,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776178845,2026-04-14T15:00:45+00:00,0.545,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776182440,2026-04-14T16:00:40+00:00,0.575,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776186043,2026-04-14T17:00:43+00:00,0.575,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776193258,2026-04-14T19:00:58+00:00,0.575,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776196841,2026-04-14T20:00:41+00:00,0.575,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776200445,2026-04-14T21:00:45+00:00,0.575,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776204041,2026-04-14T22:00:41+00:00,0.575,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776211247,2026-04-15T00:00:47+00:00,0.575,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776214839,2026-04-15T01:00:39+00:00,0.575,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776218442,2026-04-15T02:00:42+00:00,0.575,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776222042,2026-04-15T03:00:42+00:00,0.575,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776225639,2026-04-15T04:00:39+00:00,0.575,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776232844,2026-04-15T06:00:44+00:00,0.575,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776236440,2026-04-15T07:00:40+00:00,0.575,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776240044,2026-04-15T08:00:44+00:00,0.575,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776243642,2026-04-15T09:00:42+00:00,0.575,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776247252,2026-04-15T10:00:52+00:00,0.575,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776250841,2026-04-15T11:00:41+00:00,0.57,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776254450,2026-04-15T12:00:50+00:00,0.575,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776258057,2026-04-15T13:00:57+00:00,0.575,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776261640,2026-04-15T14:00:40+00:00,0.575,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776265246,2026-04-15T15:00:46+00:00,0.575,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776268844,2026-04-15T16:00:44+00:00,0.57,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776272441,2026-04-15T17:00:41+00:00,0.57,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776276046,2026-04-15T18:00:46+00:00,0.57,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776279655,2026-04-15T19:00:55+00:00,0.57,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776283244,2026-04-15T20:00:44+00:00,0.575,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776290438,2026-04-15T22:00:38+00:00,0.57,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776294040,2026-04-15T23:00:40+00:00,0.57,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776297651,2026-04-16T00:00:51+00:00,0.57,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776301241,2026-04-16T01:00:41+00:00,0.57,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776304843,2026-04-16T02:00:43+00:00,0.57,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776308452,2026-04-16T03:00:52+00:00,0.57,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776312042,2026-04-16T04:00:42+00:00,0.57,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776315641,2026-04-16T05:00:41+00:00,0.57,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776319253,2026-04-16T06:00:53+00:00,0.575,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776322841,2026-04-16T07:00:41+00:00,0.57,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776326442,2026-04-16T08:00:42+00:00,0.575,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776330059,2026-04-16T09:00:59+00:00,0.575,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776333646,2026-04-16T10:00:46+00:00,0.57,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776337238,2026-04-16T11:00:38+00:00,0.57,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776340845,2026-04-16T12:00:45+00:00,0.57,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776344443,2026-04-16T13:00:43+00:00,0.57,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776348045,2026-04-16T14:00:45+00:00,0.57,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776351653,2026-04-16T15:00:53+00:00,0.57,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776355248,2026-04-16T16:00:48+00:00,0.57,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776358845,2026-04-16T17:00:45+00:00,0.57,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776366043,2026-04-16T19:00:43+00:00,0.57,clob_prices_history
91445563646653528417570974736796180270162097630426726900658216735278141260906,0x19f63a1be68c18123cd332158f1eace9440426325c4a07219dfb6daa7baa4308,1776369627,2026-04-16T20:00:27+00:00,0.57,clob_prices_history
