event_id,condition_id,question,slug,event_slug,jump_time,p_before,p_after,delta_p,jump_size_logit,vol_sigma,volume_during_jump,volume_before_jump,price_window_seconds,participants
0x4fa0fe6c6301cab7a0615c7c8f212d9d1416bf2bf7ef13fa4a51a6d654aa5ca4:1777107611,0x4fa0fe6c6301cab7a0615c7c8f212d9d1416bf2bf7ef13fa4a51a6d654aa5ca4,LoL: Top Esports vs Ninjas in Pyjamas (BO3) - LPL Group Ascend,lol-tes-nip-2026-04-25,,1777107611,0.855,0.9995,0.14450000000000007,5.826034607984324,0.5195437704403972,150374.6232247609,32156.141991334705,1800,674
0xe317e7b4ee8b8260886cfbfc499be7999851ad56e108841a242372830efaaeeb:1777107612,0xe317e7b4ee8b8260886cfbfc499be7999851ad56e108841a242372830efaaeeb,LoL: T1 vs HANJIN BRION - Game 1 Winner,lol-t1-bro2-2026-04-25-game1,,1777107612,0.795,0.9995,0.20450000000000002,6.245070198984585,0.6218041538786453,413505.283201341,0.0,1800,574
0xa6bef7402753d45716f522436bc145d5e8893cd0108ed8370e3832a23c26b708:1777107616,0xa6bef7402753d45716f522436bc145d5e8893cd0108ed8370e3832a23c26b708,LoL: Top Esports vs Ninjas in Pyjamas - Game 2 Winner,lol-tes-nip-2026-04-25-game2,,1777107616,0.635,0.9995,0.36450000000000005,7.04667468919031,0.6618063373599311,467691.0333935917,192296.93165239773,1800,514
0x7aa6ecf3de5537b7822a0d6041b713ecc4d8b5c9f58449e16509c8af43db86ef:1777132805,0x7aa6ecf3de5537b7822a0d6041b713ecc4d8b5c9f58449e16509c8af43db86ef,Will Steve Witkoff have a diplomatic meeting with Iran by April 30?,will-steve-witkoff-have-a-diplomatic-meeting-with-iran-by-april-30,,1777132805,0.545,0.21,-0.3350000000000001,-1.5054137904558926,0.32364602696315553,12414.617160999993,3152.158342,1800,330
0xbcf8a1105392d88cdd573deaa65df33e1f89fc87d250fd6f5513b60ee51f548a:1777132806,0xbcf8a1105392d88cdd573deaa65df33e1f89fc87d250fd6f5513b60ee51f548a,Will Jared Kushner have a diplomatic meeting with Iran by April 30?,will-jared-kushner-have-a-diplomatic-meeting-with-iran-by-april-30,,1777132806,0.55,0.205,-0.3450000000000001,-1.5560028309780751,0.30262251444027716,10544.799878000005,3494.271034000001,1800,289
0x327d31b57f971ad1ab9a99ce5be344c2d6e675f7e4ca48d28dc8605f32c66f59:1777132807,0x327d31b57f971ad1ab9a99ce5be344c2d6e675f7e4ca48d28dc8605f32c66f59,LoL: Fnatic vs Natus Vincere - Game 1 Winner,lol-fnc-navi-2026-04-25-game1,,1777132807,0.375,0.9995,0.6245,8.1112279582665,0.8312458126970068,194930.27458015378,122584.25766519252,1800,576
0x1403049924797ea720a2f05630eaa35a150b81a976d7c08b8b660d572fc5c346:1777143606,0x1403049924797ea720a2f05630eaa35a150b81a976d7c08b8b660d572fc5c346,LoL: Karmine Corp vs Shifters - Game 1 Winner,lol-kc-shft-2026-04-25-game1,,1777143606,0.815,0.965,0.15000000000000002,1.8339477516870337,0.49333761146446137,70541.54321717039,5596.6397642342945,1800,208
0x503121a2e207e424a46bbdbcac833f547cbfee69819a3ac46dfb70b3f5356e9c:1777150808,0x503121a2e207e424a46bbdbcac833f547cbfee69819a3ac46dfb70b3f5356e9c,LoL: Karmine Corp vs Shifters (BO3) - LEC Regular Season,lol-kc-shft-2026-04-25,,1777150808,0.9415,0.435,-0.5065,-3.039927293917153,0.8747430875395862,102477.07043980683,0.0,1800,284
0xa0562264e426ec88e738f8163712569fc7411d484551a3b2f3eacf7aff450d70:1777165208,0xa0562264e426ec88e738f8163712569fc7411d484551a3b2f3eacf7aff450d70,Stars vs. Wild,nhl-dal-min-2026-04-25,,1777165208,0.515,0.0005,-0.5145000000000001,-7.660420344226653,0.6745433284644451,143549.28591320853,35542.27040964666,1800,552
0x141f236264ae5c77671d89fb8158eb016e0b5060d73ef11a142c8b1f6d601e19:1777168805,0x141f236264ae5c77671d89fb8158eb016e0b5060d73ef11a142c8b1f6d601e19,Valorant: NRG vs 100 Thieves (BO3) - VCT Americas Stage 1 Group Omega,val-nrg-100t1-2026-04-25,,1777168805,0.615,0.9995,0.38450000000000006,7.132023400981776,0.6894044728542731,80341.65056836742,39961.599757049655,1800,482
0x5988acc580da5607be813811b9c8628a77ea45b10a360f053870394ab7221a50:1777179611,0x5988acc580da5607be813811b9c8628a77ea45b10a360f053870394ab7221a50,LoL: T1 Academy vs BNK FearX Youth - Game 1 Winner,lol-t1a-foxy-2026-04-26-game1,,1777179611,0.68,0.9995,0.3195,6.84663053212413,0.625434949153047,39594.35673016757,20349.587799200344,1800,159
0x57c53cd622334fe25ad9abb3fda9717c5588afc96b6666eaa7c731d32540f0b6:1777201207,0x57c53cd622334fe25ad9abb3fda9717c5588afc96b6666eaa7c731d32540f0b6,LoL: Nongshim Red Force vs Gen.G - Game 1 Winner,lol-ns-gen-2026-04-26-game1,,1777201207,0.22,0.0005,-0.2195,-6.334735961169124,0.5630723383120944,641835.264380478,164474.57868367847,1800,661
0x6a87aa8994122b6b8226ba7fe6d5a06cf575002e13d376e693b92faa329cdf24:1777237209,0x6a87aa8994122b6b8226ba7fe6d5a06cf575002e13d376e693b92faa329cdf24,LoL: Karmine Corp vs Fnatic (BO3) - LEC Regular Season,lol-kc-fnc-2026-04-26,,1777237209,0.495,0.885,0.39,2.060656183351349,0.536662223405674,162650.20149038397,24380.09197416066,1800,470
0xcc505cfdb85fde6a1382c463fe8016bb0a170a36c3643d3f6b90a095778e390a:1777240808,0xcc505cfdb85fde6a1382c463fe8016bb0a170a36c3643d3f6b90a095778e390a,Avalanche vs. Kings,nhl-col-lak-2026-04-26,,1777240808,0.61,0.885,0.275,1.5933432986010148,0.37038809671011613,115913.73283276892,43360.7041596334,1800,402
0x0364969af4b78456445608d7036022bc419e85772f965d7e00838f5f356fc33b:1777244404,0x0364969af4b78456445608d7036022bc419e85772f965d7e00838f5f356fc33b,LoL: Team Liquid vs Sentinels (BO3) - LCS Regular Season,lol-tl2-sen-2026-04-26,,1777244404,0.725,0.93,0.20500000000000007,1.6172887869098398,0.5230563419123598,8010.69910042868,0.0,1800,44
0xe2c1d86e0e7209d2b3374874bb38e074fe46103b4d1653889696fc1a82139d77:1777255206,0xe2c1d86e0e7209d2b3374874bb38e074fe46103b4d1653889696fc1a82139d77,Lightning vs. Canadiens,nhl-tb-mon-2026-04-26,,1777255206,0.265,0.9995,0.7345,8.620543007727125,0.7085895496551409,187128.856372382,42817.98379488964,1800,720
0xb0914421073c697f7f1eda45fb7bc24781852bc491539b37a554bc7e034a5dc2:1777266010,0xb0914421073c697f7f1eda45fb7bc24781852bc491539b37a554bc7e034a5dc2,Oilers vs. Ducks,nhl-edm-ana-2026-04-26,,1777266010,0.795,0.0005,-0.7945000000000001,-8.955734470016324,0.7250978223587067,164918.8947970195,108297.93378877136,1800,661
0x4cb07bc00c9f38cfb2ee6f908eb56f311004ef2cac9b94540091057d21a4b89c:1777327207,0x4cb07bc00c9f38cfb2ee6f908eb56f311004ef2cac9b94540091057d21a4b89c,Valorant: Natus Vincere vs Karmine Corp (BO3) - VCT EMEA Group Alpha,val-navi1-kc3-2026-04-30,,1777327207,0.46,0.56,0.10000000000000003,0.40150470689206763,0.1255643499172327,0.0,0.0,1800,4
0x269b4de59b444c57f166f690b1ce8c388bf26167c6a68f7613ab5b05e86375a8:1777338007,0x269b4de59b444c57f166f690b1ce8c388bf26167c6a68f7613ab5b05e86375a8,Pete Hegseth out as Secretary of Defense by June 30?,pete-hegseth-out-as-secretary-of-defense-by-june-30,,1777338007,0.155,0.265,0.11000000000000001,0.6757708372113127,0.08725417536345598,4590.632145999999,100.0,1800,126
0xb67ef450db3cf2a2e64e06873a380430549da7687a39738c9dce686eeba11448:1777370403,0xb67ef450db3cf2a2e64e06873a380430549da7687a39738c9dce686eeba11448,LoL: Invictus Gaming vs Anyone's Legend - Game 1 Winner,lol-ig1-al-2026-04-28-game1,,1777370403,0.355,0.0005,-0.3545,-7.003269807180043,0.553396237971391,311548.44192999066,105925.71727446985,1800,573
