proxyWallet,side,asset,conditionId,size,price,timestamp,title,slug,icon,eventSlug,outcome,outcomeIndex,name,pseudonym,bio,profileImage,profileImageOptimized,transactionHash,input_user,user_key,wallet,profile_name,profile_pseudonym,trade_record_key
0xe1d6b51521bd4365769199f392f9818661bd907c,BUY,50154052924704924693237679335322503759712295264019011362568162255690038499699,0x111528c05d2d2a93ba89af45d90ebee9727daffe3a95c7169b256bf390ac588f,11.3,0.9,1777557144,"Bitcoin Up or Down - April 30, 9:45AM-10:00AM ET",btc-updown-15m-1777556700,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,btc-updown-15m-1777556700,Down,1,0xe1D6b51521Bd4365769199f392F9818661BD907,Idolized-Scallops,,,,0x9641448f7ae2649dc0d2dc72a300d28d79b462c7c14a3e7417486b4dcb20f036,0xe1d6b51521bd4365769199f392f9818661bd907c,0xe1d6b51521bd4365769199f392f9818661bd907c,0xe1d6b51521bd4365769199f392f9818661bd907c,0xe1d6b51521bd4365769199f392f9818661bd907c,,0x9641448f7ae2649dc0d2dc72a300d28d79b462c7c14a3e7417486b4dcb20f036
