conditionId,question,slug,eventSlug,closed,active,closedTime,endDate,winner,winningOutcomeIndex,outcomes,outcomePrices,clobTokenIds,liquidityNum,volumeNum,volume24hr,umaResolutionStatus
0x46ac551c7fa0ba25e9359c50a982d7a0b443067862590e12fd364ae3168bb301,LoL: G2 Esports vs SK Gaming - Game 1 Winner,lol-g2-sk-2026-04-18-game1,,True,True,2026-04-18 21:59:28+00,2026-04-18T23:40:00Z,,,"[""G2 Esports"", ""SK Gaming""]","[""1"", ""0""]","[""2450010980011266312216051903960756757160580738245216647652537607504884469051"", ""69242455167086278201929353987812651783504382467216425742358382356419963950898""]",,375184.9405110003,,resolved
