conditionId,question,slug,eventSlug,closed,active,closedTime,endDate,winner,winningOutcomeIndex,outcomes,outcomePrices,clobTokenIds,liquidityNum,volumeNum,volume24hr,umaResolutionStatus
0x6ce17d47610fca3594712fa00ca3837a1267ac920c3b6a47508fb05ba9c0b13f,Counter-Strike: Walczaki vs Nuclear TigeRES - Map 1 Winner,cs2-wal2-ntr-2026-04-27-game1,,True,True,2026-04-27 11:11:22+00,2026-04-27T14:15:00Z,,,"[""Walczaki"", ""Nuclear TigeRES""]","[""1"", ""0""]","[""79570265712755018880270035418585666398475168048569576680094799496868446163611"", ""38213933647997375228648703108949896370816219785176449494299890555752745599662""]",,14742.833483999997,,resolved
