conditionId,question,slug,eventSlug,closed,active,closedTime,endDate,winner,winningOutcomeIndex,outcomes,outcomePrices,clobTokenIds,liquidityNum,volumeNum,volume24hr,umaResolutionStatus
0xc985d7f168b1b9158fd153ec9487a5e33828d3458db5f19d4ecad1a1f8aac8fd,Spread: Cleveland Guardians (-1.5),mlb-cle-tor-2026-04-24-spread-away-1pt5,,True,True,2026-04-25 03:09:08+00,2026-04-24T23:07:00Z,,,"[""Cleveland Guardians"", ""Toronto Blue Jays""]","[""1"", ""0""]","[""109241878793320712086196656089334164851462792982241999057343087797364839029431"", ""80334328282045096752756752787590275504652146436067788388775162719574880248871""]",,17917.409836,,resolved
