conditionId,question,slug,eventSlug,closed,active,closedTime,endDate,winner,winningOutcomeIndex,outcomes,outcomePrices,clobTokenIds,liquidityNum,volumeNum,volume24hr,umaResolutionStatus
0x26bd42e87877b3d5fe73fe77a416d0a643b461964e95d704a8faa4eb31135686,"Will the price of Ethereum be above $1,700 on April 17?",ethereum-above-1700-on-april-17,,True,True,2026-04-17 19:10:06+00,2026-04-17T16:00:00Z,,,"[""Yes"", ""No""]","[""1"", ""0""]","[""107044337416986495254117470394937809375005385768315720573880331811628974640788"", ""26481335726860754086070234964210177138669878262518353088200360626788498369651""]",,157694.36315,,resolved
