conditionId,question,slug,eventSlug,closed,active,closedTime,endDate,winner,winningOutcomeIndex,outcomes,outcomePrices,clobTokenIds,liquidityNum,volumeNum,volume24hr,umaResolutionStatus
0x1198f4e9b62a5ae37b8b6cd0f3f67da5d92cf8e9202004d88aca0c52df337b1a,Map Handicap: PHTM.Ac (-1.5) vs Eternal Fire Academy (+1.5),cs2-efa-phanto-2026-04-21-map-handicap-home-1pt5,,True,True,2026-04-23 20:43:50+00,2026-04-21T21:30:00Z,,,"["" Phantom Academy"", ""Eternal Fire Academy""]","[""0"", ""1""]","[""59681895662301991274894598665210186779909961366666958501093092419855649450547"", ""71638637099396832163443999124320103765336450897856906088575151091451512248960""]",,2220.572,,resolved
