conditionId,question,slug,eventSlug,closed,active,closedTime,endDate,winner,winningOutcomeIndex,outcomes,outcomePrices,clobTokenIds,liquidityNum,volumeNum,volume24hr,umaResolutionStatus
0x52335b0e7d6b19c415e7e779dc9b1d2ac4886360b43bd5257184c1ce6a1c46a4,Utah vs. Golden Knights: O/U 5.5,nhl-utah-las-2026-04-29-total-5pt5,,True,True,2026-04-30 05:32:12+00,2026-04-30T02:00:00Z,,,"[""Over"", ""Under""]","[""1"", ""0""]","[""7038689751922328976179236924726027584464316665115752336842300101514343028054"", ""3539203078153545874367440516600097647249142600842805356917248478642115367252""]",,74337.13193400002,72209.24615799995,resolved
