conditionId,question,slug,eventSlug,closed,active,closedTime,endDate,winner,winningOutcomeIndex,outcomes,outcomePrices,clobTokenIds,liquidityNum,volumeNum,volume24hr,umaResolutionStatus
0x3de5a6211212e3707ed3835aa3618edb283b2921dcb4ff29137804661e9e7f09,Will the highest temperature in Chengdu be 26°C on April 23?,highest-temperature-in-chengdu-on-april-23-2026-26c,,True,True,2026-04-23 09:59:26+00,2026-04-23T12:00:00Z,,,"[""Yes"", ""No""]","[""0"", ""1""]","[""100154506433658126202004762318945628848448873934650582150237629638179944582694"", ""9909417050416502834787088956042186992362235295206819700625330960283937920466""]",,11131.411124999999,,resolved
