conditionId,question,slug,eventSlug,closed,active,closedTime,endDate,winner,winningOutcomeIndex,outcomes,outcomePrices,clobTokenIds,liquidityNum,volumeNum,volume24hr,umaResolutionStatus
0x88141f26a8f3168d95f3e39d257e3687690f3e1c73550c91f7b27711282c465f,Will Germany GDP growth in Q1 2026 be between 0.1% and 0.3%?,will-germany-gdp-growth-in-q1-2026-be-between-0pt1-and-0pt3,,True,True,2026-04-30 12:25:54+00,2026-04-30T00:00:00Z,,,"[""Yes"", ""No""]","[""0"", ""1""]","[""16661899243203008105883097741279462142481778181059773035291444689785298373000"", ""82051183729282116703957800181220519901557221991550081442844035007817858078043""]",,4256.508543,1981.7665700000002,resolved
