proxyWallet,side,asset,conditionId,size,price,timestamp,title,slug,icon,eventSlug,outcome,outcomeIndex,name,pseudonym,bio,profileImage,profileImageOptimized,transactionHash,input_user,user_key,wallet,profile_name,profile_pseudonym,trade_record_key
0x33ab58e55895f39619815d31dfc92d90d65f9523,BUY,20503830021625550229646918668400799414534212061974484752951779419526991848925,0x1e53a21a8e257f3faf7ce4f743139f17f6e7c5b2608a09e14bbb6307f18c8d88,1072.67,0.999,1777237192,Will FK Bodø/Glimt win on 2026-04-26?,nor-lil-bog-2026-04-26-bog,https://polymarket-upload.s3.us-east-2.amazonaws.com/norwegian-elite-2078e62a98.jpg,nor-lil-bog-2026-04-26,Yes,0,matchamission,Insecure-Catalyst,,,,0x272eeed4aaf98a2a52550f4b0d84265ae37726178fd21c348484bbfa06f1adb7,0x33ab58e55895f39619815d31dfc92d90d65f9523,0x33ab58e55895f39619815d31dfc92d90d65f9523,0x33ab58e55895f39619815d31dfc92d90d65f9523,0x33ab58e55895f39619815d31dfc92d90d65f9523,,0x272eeed4aaf98a2a52550f4b0d84265ae37726178fd21c348484bbfa06f1adb7
