proxyWallet,side,asset,conditionId,size,price,timestamp,title,slug,icon,eventSlug,outcome,outcomeIndex,name,pseudonym,bio,profileImage,profileImageOptimized,transactionHash,input_user,user_key,wallet,profile_name,profile_pseudonym,trade_record_key
0x33ab58e55895f39619815d31dfc92d90d65f9523,BUY,85431511004202566914069507572392275682317272912073267136060964947265931938304,0x3d1ca5144fd5541f8e0216ecc01b17b56882e80e4b55b64893747cfe17104e8c,21.38,0.999,1777203428,LoL: Nongshim Red Force vs Gen.G (BO3) - LCK Rounds 1-2,lol-ns-gen-2026-04-26,https://polymarket-upload.s3.us-east-2.amazonaws.com/league-of-legends-61a4f083a6.png,lol-ns-gen-2026-04-26,Gen.G,1,matchamission,Insecure-Catalyst,,,,0xb0343db293c7b5e77cb63b968524e9bee79fb14cb7407eff37dcacfe8ef1bb8d,0x33ab58e55895f39619815d31dfc92d90d65f9523,0x33ab58e55895f39619815d31dfc92d90d65f9523,0x33ab58e55895f39619815d31dfc92d90d65f9523,0x33ab58e55895f39619815d31dfc92d90d65f9523,,0xb0343db293c7b5e77cb63b968524e9bee79fb14cb7407eff37dcacfe8ef1bb8d
