proxyWallet,side,asset,conditionId,size,price,timestamp,title,slug,icon,eventSlug,outcome,outcomeIndex,name,pseudonym,bio,profileImage,profileImageOptimized,transactionHash,input_user,user_key,wallet,profile_name,profile_pseudonym,trade_record_key
0x33ab58e55895f39619815d31dfc92d90d65f9523,BUY,6405252736419646223060097818044597526092345581095931771534367482589806483172,0x48fbddbe79d97149ecdcce672f58c3e59a433fef026c55b18288f681079f553b,5,0.999,1777063268,Stade Brestois 29 vs. Racing Club de Lens: Both Teams to Score,fl1-sbr-rcl-2026-04-24-btts,https://polymarket-upload.s3.us-east-2.amazonaws.com/league-fl1.png,fl1-sbr-rcl-2026-04-24-more-markets,Yes,0,matchamission,Insecure-Catalyst,,,,0x88e5a958bd417a41b90b8d193c8b0eef868ddb4ae972bc5eb5ed3da279469f4d,0x33ab58e55895f39619815d31dfc92d90d65f9523,0x33ab58e55895f39619815d31dfc92d90d65f9523,0x33ab58e55895f39619815d31dfc92d90d65f9523,0x33ab58e55895f39619815d31dfc92d90d65f9523,,0x88e5a958bd417a41b90b8d193c8b0eef868ddb4ae972bc5eb5ed3da279469f4d
